barra_mnemotecnico	barra_referencia_mnemotecnico	fecha	hora	costo_en_dolares	costo_en_pesos	nombre
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	15	105,25	87,80166	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	16	65,27	54,44954	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	17	59,12	49,31909	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	18	40,81	34,04452	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	19	46,81	39,04984	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	20	109,91	91,68912	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	21	125,64	104,8114	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	22	125,64	104,8114	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	23	119,46	99,65592	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-12	24	113,09	94,34194	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	1	89,32	74,62507	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	2	90,08	75,26004	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	3	104,58	87,3745	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	4	104,32	87,15727	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	5	103,92	86,82308	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	6	104,42	87,24082	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	7	120,48	100,65863	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	8	130,97	109,42282	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	9	117,99	98,57829	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	10	78,23	65,3596	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	11	53,83	44,97389	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	12	53,83	44,97389	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	13	42,94	35,87551	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	14	35,9	29,99373	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	15	35,9	29,99373	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	16	35,5	29,65954	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	17	32,84	27,43716	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	18	32,74	27,35362	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	19	37,52	31,34721	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	20	53,75	44,90705	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	21	63,58	53,11982	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	22	83,11	69,43674	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	23	83,11	69,43674	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-13	24	83,11	69,43674	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	1	79,7	67,90918	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	2	49,13	41,86171	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	3	41,76	35,58203	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	4	37,72	32,1397	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	5	48,37	41,21414	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	6	78,09	66,53737	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	7	91,63	78,07426	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	8	81,17	69,16171	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	9	43,62	37,16686	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	10	32,51	27,70047	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	11	33,56	28,59513	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	12	34,55	29,43867	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	13	34,3	29,22566	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	14	33,24	28,32247	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	15	25,92	22,0854	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	16	0,0	0,0	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	17	0,0	0,0	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	18	0,0	0,0	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	19	32,49	27,68343	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	20	47,41	40,39616	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	21	72,09	61,42501	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	22	58,74	50,05	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	23	53,13	45,26995	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-14	24	49,02	41,76798	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	1	45,7	38,93914	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	2	38,44	32,75319	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	3	33,76	28,76555	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	4	33,36	28,42472	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	5	34,15	29,09785	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	6	34,15	29,09785	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	7	34,15	29,09785	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	8	33,56	28,59513	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	9	30,19	25,72369	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	10	29,04	24,74382	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	11	30,16	25,69813	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	12	32,32	27,53858	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	13	32,32	27,53858	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	14	32,32	27,53858	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	15	32,03	27,29148	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	16	29,99	25,55328	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	17	30,04	25,59588	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	18	32,27	27,49598	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	19	40,59	34,58512	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	20	72,78	62,01293	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	21	105,65	90,02014	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	22	97,16	82,78615	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	23	86,8	73,95881	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-15	24	74,85	63,77669	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	1	59,93	51,06396	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	2	47,35	40,34504	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	3	39,41	33,57968	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	4	39,41	33,57968	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	5	39,41	33,57968	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	6	39,41	33,57968	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	7	50,75	43,24205	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	8	53,02	45,17622	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	9	48,38	41,22266	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	10	37,49	31,94373	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	11	35,67	30,39298	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	12	35,67	30,39298	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	13	35,67	30,39298	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	14	35,67	30,39298	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	15	35,67	30,39298	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	16	38,93	33,1707	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	17	39,43	33,59673	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	18	37,26	31,74776	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	19	45,8	39,02435	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	20	121,82	103,79795	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	21	131,43	111,98625	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	22	131,43	111,98625	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	23	131,49	112,03737	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-16	24	132,32	112,74458	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	1	127,04	106,28929	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	2	94,56	79,11457	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	3	87,96	73,59261	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	4	105,05	87,89113	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	5	134,46	112,4973	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	6	134,46	112,4973	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	7	136,16	113,91963	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	8	140,7	117,71806	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	9	135,75	113,5766	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	10	80,59	67,42643	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	11	39,22	32,81381	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	12	39,63	33,15684	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	13	39,63	33,15684	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	14	39,63	33,15684	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	15	39,63	33,15684	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	16	39,63	33,15684	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	17	52,39	43,83262	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	18	43,57	36,45328	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	19	57,12	47,79002	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	20	124,77	104,39007	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	21	134,5	112,53077	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	22	132,9	111,19211	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	23	127,53	106,69925	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-17	24	125,26	104,80003	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	1	53,21	45,25564	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	2	56,79	48,30046	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	3	96,25	81,86159	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	4	115,01	97,81716	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	5	122,55	104,23	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	6	119,8	101,8911	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	7	130,95	111,37428	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	8	132,19	112,42892	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	9	126,17	107,30885	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	10	96,49	82,06571	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	11	40,58	34,5137	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	12	39,66	33,73123	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	13	39,66	33,73123	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	14	39,57	33,65468	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	15	39,45	33,55262	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	16	38,87	33,05932	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	17	38,25	32,53201	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	18	37,63	32,00469	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	19	45,43	38,63867	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	20	117,24	99,71379	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	21	126,52	107,60653	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	22	126,52	107,60653	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	23	116,94	99,45864	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-18	24	82,81	70,43073	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	1	80,63	68,94591	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	2	80,63	68,94591	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	3	80,63	68,94591	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	4	80,63	68,94591	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	5	91,51	78,24929	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	6	109,01	93,21336	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	7	109,01	93,21336	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	8	76,76	65,63671	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	9	53,7	45,91833	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	10	36,73	31,40746	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	11	36,14	30,90295	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	12	36,78	31,45021	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	13	36,78	31,45021	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	14	36,78	31,45021	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	15	36,78	31,45021	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	16	36,11	30,8773	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	17	878,05	750,81177	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	18	1567,2	1340,09705	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	19	1579,9	1350,95669	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	20	262,62	224,56374	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	21	142,6	121,93583	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	22	128,73	110,07574	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	23	100,93	86,30423	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-19	24	100,93	86,30423	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	1	104,78	90,39266	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	2	77,22	66,61692	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	3	65,1	56,16112	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	4	64,96	56,04034	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	5	64,14	55,33294	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	6	64,67	55,79016	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	7	65,1	56,16112	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	8	65,1	56,16112	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	9	56,73	48,9404	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	10	42,81	36,93176	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	11	37,48	32,33362	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	12	37,48	32,33362	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	13	39,39	33,98136	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	14	40,44	34,88718	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	15	40,44	34,88718	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	16	40,43	34,87856	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	17	39,45	34,03312	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	18	38,25	32,99789	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	19	38,36	33,09279	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	20	93,44	80,60975	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	21	130,51	112,58967	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	22	132,4	114,22016	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	23	132,4	114,22016	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-20	24	132,4	114,22016	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	1	92,85	80,57802	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	2	59,97	52,04377	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	3	56,0	48,59848	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	4	52,34	45,42222	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	5	38,43	33,35071	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	6	36,85	31,97954	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	7	37,15	32,23988	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	8	38,67	33,55899	BA S/E LOS VILOS 220KV SECCIÓN 1
BA01T002SE025T002	BA02T002SE032T002	2020-03-21	9	39,55	34,32268	BA S/E LOS VILOS 220KV SECCIÓN 1
